Stage UID,Stage,Rank,Previous Stage Ranking,Change,Bib,Specialty,Rider,Age,Team,UCI,Bonis,Time,Delta
itzulia-basque-country:2026:5,5,99,95,,131,,Alaphilippe Julian,,,,,17:41:41,01:07:56
itzulia-basque-country:2026:5,5,100,96,,197,,Fiorelli Filippo,,,,,17:41:46,01:08:01
itzulia-basque-country:2026:5,5,101,98,,44,,Bernard Julien,,,,,17:42:56,01:09:11
itzulia-basque-country:2026:5,5,102,102,,181,,August Andrew,,,,,17:44:17,01:10:32
itzulia-basque-country:2026:5,5,103,103,,101,,van den Broek Frank,,,,,17:44:27,01:10:42
itzulia-basque-country:2026:5,5,104,104,,187,,Rivera Brandon Smith,,,,,17:44:50,01:11:05
itzulia-basque-country:2026:5,5,105,106,,146,,Maas Jan,,,,,17:45:30,01:11:45
itzulia-basque-country:2026:5,5,106,107,,104,,Knox James,,,,,17:45:34,01:11:49
itzulia-basque-country:2026:5,5,107,108,,112,,Ermakov Roman,,,,,17:46:29,01:12:44
itzulia-basque-country:2026:5,5,108,109,,34,,Großschartner Felix,,,,,17:46:40,01:12:55
itzulia-basque-country:2026:5,5,109,111,,115,,Stockwell Oliver,,,,,17:47:19,01:13:34
itzulia-basque-country:2026:5,5,110,112,,67,,Paret-Peintre Aurélien,,,,,17:47:49,01:14:04
itzulia-basque-country:2026:5,5,111,118,,85,,Ramos Unai,,,,,17:48:00,01:14:15
itzulia-basque-country:2026:5,5,112,129,,57,,Herzog Emil,,,,,17:48:09,01:14:24
itzulia-basque-country:2026:5,5,113,119,,193,,Huising Menno,,,,,17:48:17,01:14:32
itzulia-basque-country:2026:5,5,114,113,,122,,Debruyne Ramses,,,,,17:48:25,01:14:40
itzulia-basque-country:2026:5,5,115,114,,147,,Ourselin Paul,,,,,17:49:27,01:15:42
itzulia-basque-country:2026:5,5,116,115,,167,,Mintegi Iker,,,,,17:50:04,01:16:19
itzulia-basque-country:2026:5,5,117,116,,2,,Bastiaens Ayco,,,,,17:50:28,01:16:43
itzulia-basque-country:2026:5,5,118,124,,83,,Gimeno Nil,,,,,17:50:30,01:16:45
itzulia-basque-country:2026:5,5,119,117,,113,,Kepplinger Rainer,,,,,17:52:46,01:19:01
itzulia-basque-country:2026:5,5,120,120,,214,,Orins Robin,,,,,17:55:04,01:21:19
itzulia-basque-country:2026:5,5,121,121,,35,,Novak Domen,,,,,17:55:57,01:22:12
itzulia-basque-country:2026:5,5,122,122,,201,,Cort Magnus,,,,,17:56:29,01:22:44
itzulia-basque-country:2026:5,5,123,123,,134,,Eriksson Jacob,,,,,17:56:50,01:23:05
itzulia-basque-country:2026:5,5,124,125,,161,,Ugarte Gari,,,,,17:57:17,01:23:32
itzulia-basque-country:2026:5,5,125,126,,207,,Træen Torstein,,,,,18:02:13,01:28:28
itzulia-basque-country:2026:5,5,126,127,,81,,Elosegui Iñigo,,,,,18:02:13,01:28:28
itzulia-basque-country:2026:5,5,127,128,,5,,Svrček Martin,,,,,18:05:18,01:31:33
itzulia-basque-country:2026:5,5,128,130,,182,,Hamilton Lucas,,,,,18:06:30,01:32:45
itzulia-basque-country:2026:5,5,129,131,,213,,Ørn-Kristoff Felix,,,,,18:06:32,01:32:47
itzulia-basque-country:2026:5,5,130,132,,77,,Fajardo Adrián,,,,,18:16:36,01:42:51
itzulia-basque-country:2026:6,6,1,1,,61,,Seixas Paul,,,,,20:07:35,
itzulia-basque-country:2026:6,6,2,2,,53,,Lipowitz Florian,,,,,20:10:05,00:02:30
itzulia-basque-country:2026:6,6,3,11,,202,,Johannessen Tobias Halland,,,,,20:10:08,00:02:33
itzulia-basque-country:2026:6,6,4,4,,141,,Izagirre Ion,,,,,20:11:25,00:03:50
itzulia-basque-country:2026:6,6,5,8,,11,,Champoussin Clément,,,,,20:12:18,00:04:43
itzulia-basque-country:2026:6,6,6,9,,111,,Bilbao Pello,,,,,20:12:38,00:05:03
itzulia-basque-country:2026:6,6,7,10,,97,,Romo Javier,,,,,20:12:40,00:05:05
itzulia-basque-country:2026:6,6,8,13,,33,,Arrieta Igor,,,,,20:13:00,00:05:25
itzulia-basque-country:2026:6,6,9,5,,176,,Baudin Alex,,,,,20:13:16,00:05:41
itzulia-basque-country:2026:6,6,10,12,,183,,Vauquelin Kévin,,,,,20:15:08,00:07:33
itzulia-basque-country:2026:6,6,11,17,,21,,Martin Guillaume,,,,,20:19:09,00:11:34
itzulia-basque-country:2026:6,6,12,7,,91,,Uijtdebroeks Cian,,,,,20:20:50,00:13:15
itzulia-basque-country:2026:6,6,13,19,,172,,Beloki Markel,,,,,20:26:14,00:18:39
itzulia-basque-country:2026:6,6,14,26,,46,,Skjelmose Mattias,,,,,20:26:59,00:19:24
itzulia-basque-country:2026:6,6,15,6,,14,,Tejada Harold,,,,,20:28:34,00:20:59
itzulia-basque-country:2026:6,6,16,3,,51,,Roglič Primož,,,,,20:30:29,00:22:54
itzulia-basque-country:2026:6,6,17,14,,62,,Riccitello Matthew,,,,,20:31:34,00:23:59
itzulia-basque-country:2026:6,6,18,15,,87,,Ruiz Ibon,,,,,20:31:53,00:24:18
itzulia-basque-country:2026:6,6,19,32,,151,,Barceló Fernando,,,,,20:34:21,00:26:46
itzulia-basque-country:2026:6,6,20,38,,124,,Verstrynge Emiel,,,,,20:37:42,00:30:07
itzulia-basque-country:2026:6,6,21,41,,94,,García Pierna Raúl,,,,,20:37:56,00:30:21
itzulia-basque-country:2026:6,6,22,22,,163,,Juaristi Txomin,,,,,20:38:09,00:30:34
itzulia-basque-country:2026:6,6,23,40,,17,,Velasco Simone,,,,,20:38:12,00:30:37
itzulia-basque-country:2026:6,6,24,23,,76,,Díaz José Manuel,,,,,20:38:38,00:31:03
itzulia-basque-country:2026:6,6,25,20,,12,,Fortunato Lorenzo,,,,,20:39:09,00:31:34
itzulia-basque-country:2026:6,6,26,25,,152,,Castellon Jan,,,,,20:40:53,00:33:18
itzulia-basque-country:2026:6,6,27,27,,75,,García Pierna Carlos,,,,,20:42:41,00:35:06
itzulia-basque-country:2026:6,6,28,48,,37,,Soler Marc,,,,,20:44:23,00:36:48
itzulia-basque-country:2026:6,6,29,21,,192,,Graat Tijmen,,,,,20:45:11,00:37:36
itzulia-basque-country:2026:6,6,30,54,,171,,Healy Ben,,,,,20:47:23,00:39:48
itzulia-basque-country:2026:6,6,31,28,,164,,Lastra Jonathan,,,,,20:54:01,00:46:26
itzulia-basque-country:2026:6,6,32,47,,36,,Pericas Adrià,,,,,20:54:15,00:46:40
itzulia-basque-country:2026:6,6,33,63,,173,,Shaw James,,,,,20:56:46,00:49:11
itzulia-basque-country:2026:6,6,34,65,,205,,Kulset Johannes,,,,,20:58:22,00:50:47
itzulia-basque-country:2026:6,6,35,35,,165,,Alustiza Nicolás,,,,,21:00:03,00:52:28
itzulia-basque-country:2026:6,6,36,70,,177,,Leonard Michael,,,,,21:02:09,00:54:34
itzulia-basque-country:2026:6,6,37,61,,145,,Joalland Yaël,,,,,21:02:24,00:54:49
itzulia-basque-country:2026:6,6,38,66,,186,,Øxenberg Peter,,,,,21:02:51,00:55:16
itzulia-basque-country:2026:6,6,39,88,,126,,Glivar Gal,,,,,21:04:23,00:56:48
itzulia-basque-country:2026:6,6,40,57,,121,,Houle Hugo,,,,,21:04:36,00:57:01
itzulia-basque-country:2026:6,6,41,43,,74,,Fernández Sinuhé,,,,,21:04:52,00:57:17
itzulia-basque-country:2026:6,6,42,51,,25,,Pacher Quentin,,,,,21:08:05,01:00:30
itzulia-basque-country:2026:6,6,43,50,,215,,Thompson Reuben,,,,,21:08:12,01:00:37
itzulia-basque-country:2026:6,6,44,84,,196,,Rex Tim,,,,,21:08:18,01:00:43
itzulia-basque-country:2026:6,6,45,52,,84,,Iribar Unai,,,,,21:09:24,01:01:49
itzulia-basque-country:2026:6,6,46,82,,3,,Cras Steff,,,,,21:09:52,01:02:17
itzulia-basque-country:2026:6,6,47,59,,162,,Bizkarra Mikel,,,,,21:12:24,01:04:49
itzulia-basque-country:2026:6,6,48,100,,197,,Fiorelli Filippo,,,,,21:12:28,01:04:53
itzulia-basque-country:2026:6,6,49,102,,181,,August Andrew,,,,,21:13:42,01:06:07
itzulia-basque-country:2026:6,6,50,103,,101,,van den Broek Frank,,,,,21:14:32,01:06:57
itzulia-basque-country:2026:6,6,51,93,,191,,Armirail Bruno,,,,,21:14:38,01:07:03
itzulia-basque-country:2026:6,6,52,72,,92,,Arcas Jorge,,,,,21:14:45,01:07:10
itzulia-basque-country:2026:6,6,53,68,,66,,Staune-Mittet Johannes,,,,,21:15:05,01:07:30
itzulia-basque-country:2026:6,6,54,75,,144,,Meehan Jamie,,,,,21:16:18,01:08:43
itzulia-basque-country:2026:6,6,55,64,,203,,Johannessen Anders Halland,,,,,21:18:19,01:10:44
itzulia-basque-country:2026:6,6,56,114,,122,,Debruyne Ramses,,,,,21:19:26,01:11:51
itzulia-basque-country:2026:6,6,57,89,,23,,Decomble Maxime,,,,,21:19:31,01:11:56
itzulia-basque-country:2026:6,6,58,108,,34,,Großschartner Felix,,,,,21:20:45,01:13:10
itzulia-basque-country:2026:6,6,59,90,,117,,Valter Attila,,,,,21:21:43,01:14:08
itzulia-basque-country:2026:6,6,60,104,,187,,Rivera Brandon Smith,,,,,21:24:18,01:16:43
itzulia-basque-country:2026:6,6,61,80,,105,,Koerdt Bjorn,,,,,21:24:59,01:17:24
itzulia-basque-country:2026:6,6,62,76,,204,,Kron Andreas,,,,,21:27:15,01:19:40
itzulia-basque-country:2026:6,6,63,121,,35,,Novak Domen,,,,,21:28:09,01:20:34
itzulia-basque-country:2026:6,6,64,85,,206,,Tjøtta Martin,,,,,21:28:44,01:21:09
itzulia-basque-country:2026:6,6,65,97,,157,,López Joseba,,,,,21:32:43,01:25:08
itzulia-basque-country:2026:6,6,66,95,,154,,Molenaar Alex,,,,,21:33:44,01:26:09
itzulia-basque-country:2026:6,6,67,113,,193,,Huising Menno,,,,,21:34:51,01:27:16
itzulia-basque-country:2026:6,6,68,125,,207,,Træen Torstein,,,,,21:37:40,01:30:05
itzulia-basque-country:2026:6,6,69,111,,85,,Ramos Unai,,,,,21:43:21,01:35:46
itzulia-basque-country:2026:6,6,70,116,,167,,Mintegi Iker,,,,,21:45:25,01:37:50
itzulia-basque-country:2026:6,6,71,124,,161,,Ugarte Gari,,,,,21:50:51,01:43:16
itzulia-basque-country:2026:6,6,72,127,,5,,Svrček Martin,,,,,21:51:42,01:44:07
itzulia-basque-country:2026:6,6,73,123,,134,,Eriksson Jacob,,,,,21:52:11,01:44:36
itzulia-basque-country:2026:6,6,74,128,,182,,Hamilton Lucas,,,,,22:01:51,01:54:16
itzulia-basque-country:2026:6,6,75,129,,213,,Ørn-Kristoff Felix,,,,,22:01:53,01:54:18
paris-nice:2026:1,1,1,,,161,,Lamperti Luke,,,,,03:45:07,
paris-nice:2026:1,1,2,,,212,,Braet Vito,,,,,03:45:11,00:00:04
paris-nice:2026:1,1,3,,,72,,Aular Orluis,,,,,03:45:13,00:00:06
paris-nice:2026:1,1,4,,,84,,Pedersen Casper,,,,,03:45:13,00:00:06
paris-nice:2026:1,1,5,,,131,,Fretin Milan,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,6,,,91,,Girmay Biniam,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,7,,,201,,Plowright Jensen,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,8,,,125,,Teunissen Mike,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,9,,,175,,Løland Sakarias Koller,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,10,,,7,,Zingle Axel,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,11,,,112,,Donaldson Robert,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,12,,,191,,Turgis Anthony,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,13,,,147,,Trentin Matteo,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,14,,,103,,Bol Cees,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,15,,,22,,Godon Dorian,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,16,,,211,,Menten Milan,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,17,,,195,,Dujardin Sandy,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,18,,,13,,Pithie Laurence,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,19,,,173,,Fredheim Stian,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,20,,,127,,Vinokurov Nicolas,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,21,,,85,,Stuyven Jasper,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,22,,,96,,Sheehan Riley,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,23,,,17,,Vlasov Aleksandr,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,24,,,183,,De Gendt Aimé,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,25,,,146,,Pluimers Rick,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,26,,,41,,Ayuso Juan,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,27,,,47,,Vacek Mathias,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,28,,,166,,van den Berg Marijn,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,29,,,186,,Houcou Emmanuel,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,30,,,42,,Bernard Julien,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,31,,,203,,Debruyne Ramses,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,32,,,106,,Hoole Daan,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,33,,,26,,Vauquelin Kévin,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,34,,,117,,Sütterlin Jasha,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,35,,,15,,van Dijke Tim,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,36,,,152,,de Jong Timo,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,37,,,87,,Van Lerberghe Bert,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,38,,,92,,Askey Lewis,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,39,,,82,,Cras Steff,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,40,,,133,,Coquard Bryan,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,41,,,77,,Milesi Lorenzo,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,42,,,121,,Tejada Harold,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,43,,,43,,Kämna Lennard,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,44,,,3,,Armirail Bruno,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,45,,,101,,Prodhomme Nicolas,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,46,,,81,,Paret-Peintre Valentin,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,47,,,141,,Rondel Mathys,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,48,,,33,,Arrieta Igor,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,49,,,37,,Soler Marc,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,50,,,154,,Märkl Niklas,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,51,,,206,,Geens Jonas,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,52,,,75,,García Pierna Raúl,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,53,,,6,,Piganzoli Davide,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,54,,,71,,Romeo Iván,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,55,,,1,,Vingegaard Jonas,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,56,,,74,,Cepeda Jefferson Alveiro,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,57,,,31,,McNulty Brandon,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,58,,,177,,Træen Torstein,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,59,,,63,,Costiou Ewen,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,60,,,142,,Barta Will,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,61,,,162,,Asgreen Kasper,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,62,,,165,,Steinhauser Georg,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,63,,,163,,Baudin Alex,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,64,,,11,,Martínez Daniel Felipe,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,65,,,21,,Onley Oscar,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,66,,,182,,Christen Fabio,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,67,,,181,,Dunbar Eddie,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,68,,,207,,Marsman Tim,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,69,,,66,,Pacher Quentin,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,70,,,193,,Delbove Joris,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,71,,,192,,Dauphin Florian,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,72,,,197,,Vercher Mattéo,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,73,,,194,,Delettre Alexandre,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,74,,,136,,Rouland Louis,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,75,,,184,,de la Cruz David,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,76,,,36,,Sivakov Pavel,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,77,,,86,,Van den Bossche Fabio,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,78,,,171,,Leknessund Andreas,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,79,,,205,,De Vylder Lindsay,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,80,,,61,,Gaudu David,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,81,,,65,,Molard Rudy,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,82,,,215,,Rutsch Jonas,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,83,,,104,,Chamberlain Oscar,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,84,,,54,,Caruso Damiano,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,85,,,126,,van Bekkum Darren,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,86,,,134,,Izagirre Ion,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,87,,,83,,Eenkhoorn Pascal,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,88,,,5,,Kelderman Wilco,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,89,,,57,,Stannard Robert,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,90,,,143,,Haller Marco,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,91,,,214,,Grignard Sébastien,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,92,,,24,,Rodríguez Carlos,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,93,,,51,,Martinez Lenny,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,94,,,23,,Kwiatkowski Michał,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,95,,,216,,Van Boven Luca,,,,,03:45:17,00:00:10
paris-nice:2026:1,1,96,,,164,,MacKellar Alastair,,,,,03:46:41,00:01:34
paris-nice:2026:1,1,97,,,167,,Walker Max,,,,,03:46:41,00:01:34
paris-nice:2026:1,1,98,,,114,,Gamper Patrick,,,,,03:46:43,00:01:36
paris-nice:2026:1,1,99,,,196,,Le Berre Mathis,,,,,03:46:55,00:01:48
paris-nice:2026:1,1,100,,,4,,Campenaerts Victor,,,,,03:47:19,00:02:12
paris-nice:2026:1,1,101,,,35,,Politt Nils,,,,,03:47:36,00:02:29
paris-nice:2026:1,1,102,,,53,,Bauhaus Phil,,,,,03:47:36,00:02:29
paris-nice:2026:1,1,103,,,55,,Gradek Kamil,,,,,03:47:36,00:02:29
paris-nice:2026:1,1,104,,,185,,Frison Frederik,,,,,03:47:36,00:02:29
paris-nice:2026:1,1,105,,,32,,Oliveira Ivo,,,,,03:47:36,00:02:29
paris-nice:2026:1,1,106,,,76,,Hessmann Michel,,,,,03:47:36,00:02:29
paris-nice:2026:1,1,107,,,107,,Scotson Callum,,,,,03:47:36,00:02:29
paris-nice:2026:1,1,108,,,45,,Skujiņš Toms,,,,,03:47:36,00:02:29
paris-nice:2026:1,1,109,,,187,,Zukowsky Nickolas,,,,,03:47:42,00:02:35
paris-nice:2026:1,1,110,,,113,,Durbridge Luke,,,,,03:47:47,00:02:40
paris-nice:2026:1,1,111,,,132,,Allegaert Piet,,,,,03:47:49,00:02:42
paris-nice:2026:1,1,112,,,137,,Thomas Benjamin,,,,,03:47:49,00:02:42
paris-nice:2026:1,1,113,,,97,,Van Asbroeck Tom,,,,,03:48:30,00:03:23
paris-nice:2026:1,1,114,,,25,,Tarling Joshua,,,,,03:48:30,00:03:23
paris-nice:2026:1,1,115,,,213,,Giddings Joshua,,,,,03:48:30,00:03:23
paris-nice:2026:1,1,116,,,123,,Fedorov Yevgeniy,,,,,03:48:30,00:03:23
paris-nice:2026:1,1,117,,,16,,van Dijke Mick,,,,,03:48:30,00:03:23
paris-nice:2026:1,1,118,,,157,,van Uden Casper,,,,,03:48:30,00:03:23
paris-nice:2026:1,1,119,,,52,,Arndt Nikias,,,,,03:48:30,00:03:23
paris-nice:2026:1,1,120,,,115,,Mezgec Luka,,,,,03:48:30,00:03:23
paris-nice:2026:1,1,121,,,56,,Paasschens Mathijs,,,,,03:48:30,00:03:23
paris-nice:2026:1,1,122,,,176,,Tiller Rasmus,,,,,03:48:30,00:03:23
paris-nice:2026:1,1,123,,,151,,Martinez Juan Guillermo,,,,,03:48:30,00:03:23
paris-nice:2026:1,1,124,,,144,,Kelemen Petr,,,,,03:50:03,00:04:56
paris-nice:2026:1,1,125,,,145,,Kluckers Arthur,,,,,03:50:03,00:04:56
paris-nice:2026:1,1,126,,,111,,Ackermann Pascal,,,,,03:50:03,00:04:56
paris-nice:2026:1,1,127,,,94,,Louvel Matis,,,,,03:50:03,00:04:56
paris-nice:2026:1,1,128,,,153,,Hamilton Chris,,,,,03:50:03,00:04:56
paris-nice:2026:1,1,129,,,124,,Kanter Max,,,,,03:50:03,00:04:56
paris-nice:2026:1,1,130,,,46,,Söderqvist Jakob,,,,,03:50:03,00:04:56
paris-nice:2026:1,1,131,,,62,,Cavagna Rémi,,,,,03:50:03,00:04:56
paris-nice:2026:1,1,132,,,67,,Russo Clément,,,,,03:50:03,00:04:56
paris-nice:2026:1,1,133,,,174,,Blume Levy William,,,,,03:50:03,00:04:56
paris-nice:2026:1,1,134,,,105,,De Pestel Sander,,,,,03:50:03,00:04:56
paris-nice:2026:1,1,135,,,27,,Watson Samuel,,,,,03:50:03,00:04:56
paris-nice:2026:1,1,136,,,204,,Dehairs Simon,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,137,,,34,,Herregodts Rune,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,138,,,102,,Bissegger Stefan,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,139,,,202,,Ballerstedt Maurice,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,140,,,172,,Bystrøm Sven Erik,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,141,,,217,,van Sintmaartensdijk Roel,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,142,,,73,,Castrillo Pablo,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,143,,,12,,Denz Nico,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,144,,,14,,Thornley Callum,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,145,,,156,,Roosen Timo,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,146,,,135,,Kirsch Alex,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,147,,,44,,Kragh Andersen Søren,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,148,,,122,,Conci Nicola,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,149,,,64,,Jacobs Johan,,,,,03:51:35,00:06:28
paris-nice:2026:1,1,150,,,93,,Boivin Guillaume,,,,,03:56:37,00:11:30
paris-nice:2026:1,1,151,,,2,,Affini Edoardo,,,,,03:56:37,00:11:30
paris-nice:2026:1,1,152,,,95,,Mullen Ryan,,,,,03:56:37,00:11:30
paris-nice:2026:1,1,153,,,155,,Naberman Tim,,,,,03:56:37,00:11:30
paris-nice:2026:2,2,1,1,,161,,Lamperti Luke,,,,,08:10:12,
paris-nice:2026:2,2,2,2,,212,,Braet Vito,,,,,08:10:12,
paris-nice:2026:2,2,3,18,,13,,Pithie Laurence,,,,,08:10:18,00:00:06
paris-nice:2026:2,2,4,21,,85,,Stuyven Jasper,,,,,08:10:20,00:00:08
paris-nice:2026:2,2,5,3,,72,,Aular Orluis,,,,,08:10:20,00:00:08
paris-nice:2026:2,2,6,26,,41,,Ayuso Juan,,,,,08:10:20,00:00:08
paris-nice:2026:2,2,7,4,,84,,Pedersen Casper,,,,,08:10:20,00:00:08
paris-nice:2026:2,2,8,15,,22,,Godon Dorian,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,9,12,,191,,Turgis Anthony,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,10,8,,125,,Teunissen Mike,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,11,7,,201,,Plowright Jensen,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,12,25,,146,,Pluimers Rick,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,13,10,,7,,Zingle Axel,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,14,19,,173,,Fredheim Stian,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,15,29,,186,,Houcou Emmanuel,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,16,13,,147,,Trentin Matteo,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,17,38,,92,,Askey Lewis,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,18,28,,166,,van den Berg Marijn,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,19,6,,91,,Girmay Biniam,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,20,40,,133,,Coquard Bryan,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,21,20,,127,,Vinokurov Nicolas,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,22,35,,15,,van Dijke Tim,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,23,9,,175,,Løland Sakarias Koller,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,24,33,,26,,Vauquelin Kévin,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,25,22,,96,,Sheehan Riley,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,26,50,,154,,Märkl Niklas,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,27,37,,87,,Van Lerberghe Bert,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,28,42,,121,,Tejada Harold,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,29,23,,17,,Vlasov Aleksandr,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,30,49,,37,,Soler Marc,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,31,47,,141,,Rondel Mathys,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,32,61,,162,,Asgreen Kasper,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,33,57,,31,,McNulty Brandon,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,34,54,,71,,Romeo Iván,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,35,46,,81,,Paret-Peintre Valentin,,,,,08:10:24,00:00:12
