Stage UID,Stage,Rank,Previous Stage Ranking,Change,Bib,Specialty,Rider,Age,Team,UCI,Bonis,Time,Delta
itzulia-basque-country:2026:2,2,128,71,,27,,Rochas Rémy,,,,,04:50:36,00:21:49
itzulia-basque-country:2026:2,2,129,76,,113,,Kepplinger Rainer,,,,,04:50:43,00:21:56
itzulia-basque-country:2026:2,2,130,78,,207,,Træen Torstein,,,,,04:50:44,00:21:57
itzulia-basque-country:2026:2,2,131,82,,167,,Mintegi Iker,,,,,04:50:50,00:22:03
itzulia-basque-country:2026:2,2,132,87,,217,,Zimmermann Georg,,,,,04:50:52,00:22:05
itzulia-basque-country:2026:2,2,133,91,,166,,Martín Gotzon,,,,,04:50:57,00:22:10
itzulia-basque-country:2026:2,2,134,99,,81,,Elosegui Iñigo,,,,,04:51:00,00:22:13
itzulia-basque-country:2026:2,2,135,97,,122,,Debruyne Ramses,,,,,04:51:02,00:22:15
itzulia-basque-country:2026:2,2,136,100,,35,,Novak Domen,,,,,04:51:04,00:22:17
itzulia-basque-country:2026:2,2,137,116,,193,,Huising Menno,,,,,04:51:19,00:22:32
itzulia-basque-country:2026:2,2,138,120,,2,,Bastiaens Ayco,,,,,04:51:22,00:22:35
itzulia-basque-country:2026:2,2,139,132,,212,,Fox Matthew,,,,,04:51:40,00:22:53
itzulia-basque-country:2026:2,2,140,138,,182,,Hamilton Lucas,,,,,04:51:46,00:22:59
itzulia-basque-country:2026:2,2,141,118,,213,,Ørn-Kristoff Felix,,,,,04:51:48,00:23:01
itzulia-basque-country:2026:2,2,142,119,,96,,Adrià Roger,,,,,04:51:48,00:23:01
itzulia-basque-country:2026:2,2,143,144,,114,,Bruttomesso Alberto,,,,,04:52:15,00:23:28
itzulia-basque-country:2026:2,2,144,146,,201,,Cort Magnus,,,,,04:52:37,00:23:50
itzulia-basque-country:2026:2,2,145,85,,187,,Rivera Brandon Smith,,,,,04:52:42,00:23:55
itzulia-basque-country:2026:2,2,146,123,,77,,Fajardo Adrián,,,,,04:53:46,00:24:59
itzulia-basque-country:2026:3,3,1,1,,61,,Seixas Paul,,,,,08:08:24,
itzulia-basque-country:2026:3,3,2,2,,51,,Roglič Primož,,,,,08:10:23,00:01:59
itzulia-basque-country:2026:3,3,3,3,,53,,Lipowitz Florian,,,,,08:10:32,00:02:08
itzulia-basque-country:2026:3,3,4,4,,46,,Skjelmose Mattias,,,,,08:10:38,00:02:14
itzulia-basque-country:2026:3,3,5,5,,194,,Tulett Ben,,,,,08:10:51,00:02:27
itzulia-basque-country:2026:3,3,6,6,,176,,Baudin Alex,,,,,08:10:55,00:02:31
itzulia-basque-country:2026:3,3,7,7,,141,,Izagirre Ion,,,,,08:11:00,00:02:36
itzulia-basque-country:2026:3,3,8,9,,14,,Tejada Harold,,,,,08:11:12,00:02:48
itzulia-basque-country:2026:3,3,9,10,,91,,Uijtdebroeks Cian,,,,,08:11:25,00:03:01
itzulia-basque-country:2026:3,3,10,11,,11,,Champoussin Clément,,,,,08:11:26,00:03:02
itzulia-basque-country:2026:3,3,11,12,,97,,Romo Javier,,,,,08:11:56,00:03:32
itzulia-basque-country:2026:3,3,12,17,,6,,Van Wilder Ilan,,,,,08:12:03,00:03:39
itzulia-basque-country:2026:3,3,13,13,,111,,Bilbao Pello,,,,,08:12:06,00:03:42
itzulia-basque-country:2026:3,3,14,14,,62,,Riccitello Matthew,,,,,08:12:11,00:03:47
itzulia-basque-country:2026:3,3,15,15,,172,,Beloki Markel,,,,,08:12:14,00:03:50
itzulia-basque-country:2026:3,3,16,23,,33,,Arrieta Igor,,,,,08:12:21,00:03:57
itzulia-basque-country:2026:3,3,17,20,,22,,Braz Afonso Clément,,,,,08:12:25,00:04:01
itzulia-basque-country:2026:3,3,18,19,,13,,Higuita Sergio,,,,,08:12:58,00:04:34
itzulia-basque-country:2026:3,3,19,26,,202,,Johannessen Tobias Halland,,,,,08:12:58,00:04:34
itzulia-basque-country:2026:3,3,20,27,,21,,Martin Guillaume,,,,,08:13:05,00:04:41
itzulia-basque-country:2026:3,3,21,18,,93,,López Juan Pedro,,,,,08:13:06,00:04:42
itzulia-basque-country:2026:3,3,22,21,,183,,Vauquelin Kévin,,,,,08:13:10,00:04:46
itzulia-basque-country:2026:3,3,23,22,,124,,Verstrynge Emiel,,,,,08:13:34,00:05:10
itzulia-basque-country:2026:3,3,24,28,,175,,van der Lee Jardi Christiaan,,,,,08:13:39,00:05:15
itzulia-basque-country:2026:3,3,25,25,,192,,Graat Tijmen,,,,,08:13:45,00:05:21
itzulia-basque-country:2026:3,3,26,29,,12,,Fortunato Lorenzo,,,,,08:13:47,00:05:23
itzulia-basque-country:2026:3,3,27,24,,4,,Vansevenant Mauri,,,,,08:13:59,00:05:35
itzulia-basque-country:2026:3,3,28,30,,87,,Ruiz Ibon,,,,,08:14:14,00:05:50
itzulia-basque-country:2026:3,3,29,31,,84,,Iribar Unai,,,,,08:14:24,00:06:00
itzulia-basque-country:2026:3,3,30,35,,163,,Juaristi Txomin,,,,,08:14:50,00:06:26
itzulia-basque-country:2026:3,3,31,36,,153,,Fernández Samuel,,,,,08:15:03,00:06:39
itzulia-basque-country:2026:3,3,32,34,,107,,Gaffuri Mattia,,,,,08:15:08,00:06:44
itzulia-basque-country:2026:3,3,33,37,,76,,Díaz José Manuel,,,,,08:15:15,00:06:51
itzulia-basque-country:2026:3,3,34,38,,152,,Castellon Jan,,,,,08:15:29,00:07:05
itzulia-basque-country:2026:3,3,35,40,,73,,Faura José Luis,,,,,08:15:33,00:07:09
itzulia-basque-country:2026:3,3,36,41,,155,,Arriolabengoa Julen,,,,,08:15:37,00:07:13
itzulia-basque-country:2026:3,3,37,33,,186,,Øxenberg Peter,,,,,08:15:38,00:07:14
itzulia-basque-country:2026:3,3,38,45,,215,,Thompson Reuben,,,,,08:17:06,00:08:42
itzulia-basque-country:2026:3,3,39,44,,75,,García Pierna Carlos,,,,,08:17:29,00:09:05
itzulia-basque-country:2026:3,3,40,47,,151,,Barceló Fernando,,,,,08:19:00,00:10:36
itzulia-basque-country:2026:3,3,41,46,,165,,Alustiza Nicolás,,,,,08:19:21,00:10:57
itzulia-basque-country:2026:3,3,42,50,,164,,Lastra Jonathan,,,,,08:19:50,00:11:26
itzulia-basque-country:2026:3,3,43,54,,56,,Tuckwell Luke,,,,,08:22:05,00:13:41
itzulia-basque-country:2026:3,3,44,58,,25,,Pacher Quentin,,,,,08:22:15,00:13:51
itzulia-basque-country:2026:3,3,45,62,,7,,Hayter Ethan,,,,,08:22:32,00:14:08
itzulia-basque-country:2026:3,3,46,59,,36,,Pericas Adrià,,,,,08:22:49,00:14:25
itzulia-basque-country:2026:3,3,47,75,,173,,Shaw James,,,,,08:23:33,00:15:09
itzulia-basque-country:2026:3,3,48,84,,185,,Laurance Axel,,,,,08:23:38,00:15:14
itzulia-basque-country:2026:3,3,49,61,,43,,Bagioli Andrea,,,,,08:23:46,00:15:22
itzulia-basque-country:2026:3,3,50,68,,86,,Gutiérrez Jorge,,,,,08:24:21,00:15:57
itzulia-basque-country:2026:3,3,51,76,,105,,Koerdt Bjorn,,,,,08:24:23,00:15:59
itzulia-basque-country:2026:3,3,52,57,,65,,Prodhomme Nicolas,,,,,08:24:29,00:16:05
itzulia-basque-country:2026:3,3,53,95,,95,,Tesfatsion Natnael,,,,,08:24:39,00:16:15
itzulia-basque-country:2026:3,3,54,16,,41,,Ayuso Juan,,,,,08:24:45,00:16:21
itzulia-basque-country:2026:3,3,55,78,,17,,Velasco Simone,,,,,08:24:54,00:16:30
itzulia-basque-country:2026:3,3,56,88,,116,,Tiberi Antonio,,,,,08:25:07,00:16:43
itzulia-basque-country:2026:3,3,57,70,,3,,Cras Steff,,,,,08:25:09,00:16:45
itzulia-basque-country:2026:3,3,58,85,,26,,Paleni Enzo,,,,,08:25:23,00:16:59
itzulia-basque-country:2026:3,3,59,79,,195,,Kruijswijk Steven,,,,,08:25:24,00:17:00
itzulia-basque-country:2026:3,3,60,65,,45,,Verona Carlos,,,,,08:25:27,00:17:03
itzulia-basque-country:2026:3,3,61,66,,74,,Fernández Sinuhé,,,,,08:25:30,00:17:06
itzulia-basque-country:2026:3,3,62,48,,94,,García Pierna Raúl,,,,,08:25:35,00:17:11
itzulia-basque-country:2026:3,3,63,69,,181,,August Andrew,,,,,08:25:40,00:17:16
itzulia-basque-country:2026:3,3,64,104,,72,,Quartucci Lorenzo,,,,,08:26:04,00:17:40
itzulia-basque-country:2026:3,3,65,109,,52,,Etxeberria Haimar,,,,,08:26:09,00:17:45
itzulia-basque-country:2026:3,3,66,110,,206,,Tjøtta Martin,,,,,08:26:29,00:18:05
itzulia-basque-country:2026:3,3,67,32,,143,,Buchmann Emanuel,,,,,08:26:42,00:18:18
itzulia-basque-country:2026:3,3,68,101,,15,,Conci Nicola,,,,,08:26:44,00:18:20
itzulia-basque-country:2026:3,3,69,106,,16,,Scaroni Christian,,,,,08:26:59,00:18:35
itzulia-basque-country:2026:3,3,70,55,,205,,Kulset Johannes,,,,,08:27:18,00:18:54
itzulia-basque-country:2026:3,3,71,107,,117,,Valter Attila,,,,,08:27:59,00:19:35
itzulia-basque-country:2026:3,3,72,53,,32,,McNulty Brandon,,,,,08:28:00,00:19:36
itzulia-basque-country:2026:3,3,73,60,,156,,Bou Joan,,,,,08:28:36,00:20:12
itzulia-basque-country:2026:3,3,74,112,,92,,Arcas Jorge,,,,,08:28:42,00:20:18
itzulia-basque-country:2026:3,3,75,77,,177,,Leonard Michael,,,,,08:28:53,00:20:29
itzulia-basque-country:2026:3,3,76,81,,142,,Aranburu Alex,,,,,08:28:59,00:20:35
itzulia-basque-country:2026:3,3,77,99,,126,,Glivar Gal,,,,,08:28:59,00:20:35
itzulia-basque-country:2026:3,3,78,73,,121,,Houle Hugo,,,,,08:29:44,00:21:20
itzulia-basque-country:2026:3,3,79,92,,132,,Weiss Fabian,,,,,08:29:51,00:21:27
itzulia-basque-country:2026:3,3,80,72,,131,,Alaphilippe Julian,,,,,08:29:54,00:21:30
itzulia-basque-country:2026:3,3,81,117,,23,,Decomble Maxime,,,,,08:29:56,00:21:32
itzulia-basque-country:2026:3,3,82,116,,42,,Mollema Bauke,,,,,08:30:10,00:21:46
itzulia-basque-country:2026:3,3,83,89,,47,,Simmons Quinn,,,,,08:30:19,00:21:55
itzulia-basque-country:2026:3,3,84,82,,171,,Healy Ben,,,,,08:30:20,00:21:56
itzulia-basque-country:2026:3,3,85,71,,204,,Kron Andreas,,,,,08:30:30,00:22:06
itzulia-basque-country:2026:3,3,86,119,,63,,Bisiaux Léo,,,,,08:30:41,00:22:17
itzulia-basque-country:2026:3,3,87,86,,64,,Labrosse Jordan,,,,,08:30:46,00:22:22
itzulia-basque-country:2026:3,3,88,133,,166,,Martín Gotzon,,,,,08:30:59,00:22:35
itzulia-basque-country:2026:3,3,89,124,,154,,Molenaar Alex,,,,,08:30:59,00:22:35
itzulia-basque-country:2026:3,3,90,94,,174,,Nerurkar Lukas,,,,,08:31:01,00:22:37
itzulia-basque-country:2026:3,3,91,97,,55,,Moscon Gianni,,,,,08:31:16,00:22:52
itzulia-basque-country:2026:3,3,92,51,,157,,López Joseba,,,,,08:31:16,00:22:52
itzulia-basque-country:2026:3,3,93,122,,197,,Fiorelli Filippo,,,,,08:31:25,00:23:01
itzulia-basque-country:2026:3,3,94,49,,162,,Bizkarra Mikel,,,,,08:31:56,00:23:32
itzulia-basque-country:2026:3,3,95,39,,103,,Faure Prost Alexy,,,,,08:32:02,00:23:38
itzulia-basque-country:2026:3,3,96,42,,144,,Meehan Jamie,,,,,08:32:25,00:24:01
itzulia-basque-country:2026:3,3,97,43,,71,,Okamika Ander,,,,,08:32:28,00:24:04
itzulia-basque-country:2026:3,3,98,64,,106,,Martinez Juan Guillermo,,,,,08:33:23,00:24:59
itzulia-basque-country:2026:3,3,99,67,,191,,Armirail Bruno,,,,,08:33:50,00:25:26
itzulia-basque-country:2026:3,3,100,56,,37,,Soler Marc,,,,,08:33:55,00:25:31
itzulia-basque-country:2026:3,3,101,83,,102,,Dinham Matthew,,,,,08:35:21,00:26:57
itzulia-basque-country:2026:3,3,102,125,,66,,Staune-Mittet Johannes,,,,,08:36:07,00:27:43
itzulia-basque-country:2026:3,3,103,102,,112,,Ermakov Roman,,,,,08:36:18,00:27:54
itzulia-basque-country:2026:3,3,104,103,,214,,Orins Robin,,,,,08:36:27,00:28:03
itzulia-basque-country:2026:3,3,105,80,,196,,Rex Tim,,,,,08:36:38,00:28:14
itzulia-basque-country:2026:3,3,106,74,,101,,van den Broek Frank,,,,,08:36:42,00:28:18
itzulia-basque-country:2026:3,3,107,113,,115,,Stockwell Oliver,,,,,08:36:58,00:28:34
itzulia-basque-country:2026:3,3,108,52,,203,,Johannessen Anders Halland,,,,,08:37:19,00:28:55
itzulia-basque-country:2026:3,3,109,87,,67,,Paret-Peintre Aurélien,,,,,08:37:28,00:29:04
itzulia-basque-country:2026:3,3,110,145,,187,,Rivera Brandon Smith,,,,,08:37:36,00:29:12
itzulia-basque-country:2026:3,3,111,98,,104,,Knox James,,,,,08:37:58,00:29:34
itzulia-basque-country:2026:3,3,112,105,,146,,Maas Jan,,,,,08:38:06,00:29:42
itzulia-basque-country:2026:3,3,113,108,,134,,Eriksson Jacob,,,,,08:38:13,00:29:49
itzulia-basque-country:2026:3,3,114,114,,85,,Ramos Unai,,,,,08:39:27,00:31:03
itzulia-basque-country:2026:3,3,115,118,,34,,Großschartner Felix,,,,,08:41:25,00:33:01
itzulia-basque-country:2026:3,3,116,90,,145,,Joalland Yaël,,,,,08:41:39,00:33:15
itzulia-basque-country:2026:3,3,117,91,,216,,Veistroffer Baptiste,,,,,08:41:42,00:33:18
itzulia-basque-country:2026:3,3,118,93,,83,,Gimeno Nil,,,,,08:41:57,00:33:33
itzulia-basque-country:2026:3,3,119,96,,147,,Ourselin Paul,,,,,08:42:03,00:33:39
itzulia-basque-country:2026:3,3,120,100,,161,,Ugarte Gari,,,,,08:42:11,00:33:47
itzulia-basque-country:2026:3,3,121,121,,184,,Langellotti Victor,,,,,08:42:22,00:33:58
itzulia-basque-country:2026:3,3,122,129,,113,,Kepplinger Rainer,,,,,08:42:25,00:34:01
itzulia-basque-country:2026:3,3,123,123,,44,,Bernard Julien,,,,,08:42:28,00:34:04
itzulia-basque-country:2026:3,3,124,131,,167,,Mintegi Iker,,,,,08:42:50,00:34:26
itzulia-basque-country:2026:3,3,125,111,,123,,Belmans Lennert,,,,,08:42:59,00:34:35
itzulia-basque-country:2026:3,3,126,138,,2,,Bastiaens Ayco,,,,,08:43:04,00:34:40
itzulia-basque-country:2026:3,3,127,136,,35,,Novak Domen,,,,,08:43:04,00:34:40
itzulia-basque-country:2026:3,3,128,135,,122,,Debruyne Ramses,,,,,08:43:10,00:34:46
itzulia-basque-country:2026:3,3,129,115,,24,,Geniets Kevin,,,,,08:45:36,00:37:12
itzulia-basque-country:2026:3,3,130,126,,5,,Svrček Martin,,,,,08:46:41,00:38:17
itzulia-basque-country:2026:3,3,131,127,,125,,Dockx Aaron,,,,,08:46:42,00:38:18
itzulia-basque-country:2026:3,3,132,130,,207,,Træen Torstein,,,,,08:47:07,00:38:43
itzulia-basque-country:2026:3,3,133,134,,81,,Elosegui Iñigo,,,,,08:47:07,00:38:43
itzulia-basque-country:2026:3,3,134,137,,193,,Huising Menno,,,,,08:47:26,00:39:02
itzulia-basque-country:2026:3,3,135,120,,57,,Herzog Emil,,,,,08:47:53,00:39:29
itzulia-basque-country:2026:3,3,136,140,,182,,Hamilton Lucas,,,,,08:47:53,00:39:29
itzulia-basque-country:2026:3,3,137,141,,213,,Ørn-Kristoff Felix,,,,,08:47:55,00:39:31
itzulia-basque-country:2026:3,3,138,144,,201,,Cort Magnus,,,,,08:48:44,00:40:20
itzulia-basque-country:2026:3,3,139,142,,96,,Adrià Roger,,,,,08:49:24,00:41:00
itzulia-basque-country:2026:3,3,140,146,,77,,Fajardo Adrián,,,,,08:49:53,00:41:29
itzulia-basque-country:2026:4,4,1,1,,61,,Seixas Paul,,,,,12:03:53,
itzulia-basque-country:2026:4,4,2,2,,51,,Roglič Primož,,,,,12:06:12,00:02:19
itzulia-basque-country:2026:4,4,3,3,,53,,Lipowitz Florian,,,,,12:06:21,00:02:28
itzulia-basque-country:2026:4,4,4,7,,141,,Izagirre Ion,,,,,12:06:22,00:02:29
itzulia-basque-country:2026:4,4,5,4,,46,,Skjelmose Mattias,,,,,12:06:27,00:02:34
itzulia-basque-country:2026:4,4,6,5,,194,,Tulett Ben,,,,,12:06:40,00:02:47
itzulia-basque-country:2026:4,4,7,6,,176,,Baudin Alex,,,,,12:06:44,00:02:51
itzulia-basque-country:2026:4,4,8,8,,14,,Tejada Harold,,,,,12:07:01,00:03:08
itzulia-basque-country:2026:4,4,9,9,,91,,Uijtdebroeks Cian,,,,,12:07:14,00:03:21
itzulia-basque-country:2026:4,4,10,10,,11,,Champoussin Clément,,,,,12:07:15,00:03:22
itzulia-basque-country:2026:4,4,11,13,,111,,Bilbao Pello,,,,,12:07:35,00:03:42
itzulia-basque-country:2026:4,4,12,11,,97,,Romo Javier,,,,,12:07:49,00:03:56
itzulia-basque-country:2026:4,4,13,16,,33,,Arrieta Igor,,,,,12:08:00,00:04:07
itzulia-basque-country:2026:4,4,14,14,,62,,Riccitello Matthew,,,,,12:08:07,00:04:14
itzulia-basque-country:2026:4,4,15,19,,202,,Johannessen Tobias Halland,,,,,12:08:11,00:04:18
itzulia-basque-country:2026:4,4,16,20,,21,,Martin Guillaume,,,,,12:08:31,00:04:38
itzulia-basque-country:2026:4,4,17,21,,93,,López Juan Pedro,,,,,12:08:35,00:04:42
itzulia-basque-country:2026:4,4,18,17,,22,,Braz Afonso Clément,,,,,12:08:53,00:05:00
itzulia-basque-country:2026:4,4,19,22,,183,,Vauquelin Kévin,,,,,12:09:03,00:05:10
itzulia-basque-country:2026:4,4,20,15,,172,,Beloki Markel,,,,,12:09:07,00:05:14
itzulia-basque-country:2026:4,4,21,23,,124,,Verstrynge Emiel,,,,,12:09:09,00:05:16
itzulia-basque-country:2026:4,4,22,26,,12,,Fortunato Lorenzo,,,,,12:09:19,00:05:26
itzulia-basque-country:2026:4,4,23,28,,87,,Ruiz Ibon,,,,,12:10:17,00:06:24
itzulia-basque-country:2026:4,4,24,25,,192,,Graat Tijmen,,,,,12:11:25,00:07:32
itzulia-basque-country:2026:4,4,25,27,,4,,Vansevenant Mauri,,,,,12:11:54,00:08:01
itzulia-basque-country:2026:4,4,26,30,,163,,Juaristi Txomin,,,,,12:12:14,00:08:21
itzulia-basque-country:2026:4,4,27,34,,152,,Castellon Jan,,,,,12:12:22,00:08:29
itzulia-basque-country:2026:4,4,28,33,,76,,Díaz José Manuel,,,,,12:12:39,00:08:46
itzulia-basque-country:2026:4,4,29,39,,75,,García Pierna Carlos,,,,,12:15:19,00:11:26
itzulia-basque-country:2026:4,4,30,24,,175,,van der Lee Jardi Christiaan,,,,,12:16:45,00:12:52
itzulia-basque-country:2026:4,4,31,29,,84,,Iribar Unai,,,,,12:17:30,00:13:37
itzulia-basque-country:2026:4,4,32,42,,164,,Lastra Jonathan,,,,,12:17:45,00:13:52
itzulia-basque-country:2026:4,4,33,31,,153,,Fernández Samuel,,,,,12:18:09,00:14:16
itzulia-basque-country:2026:4,4,34,35,,73,,Faura José Luis,,,,,12:18:39,00:14:46
itzulia-basque-country:2026:4,4,35,36,,155,,Arriolabengoa Julen,,,,,12:18:43,00:14:50
itzulia-basque-country:2026:4,4,36,43,,56,,Tuckwell Luke,,,,,12:19:02,00:15:09
itzulia-basque-country:2026:4,4,37,12,,6,,Van Wilder Ilan,,,,,12:19:20,00:15:27
itzulia-basque-country:2026:4,4,38,38,,215,,Thompson Reuben,,,,,12:21:33,00:17:40
itzulia-basque-country:2026:4,4,39,40,,151,,Barceló Fernando,,,,,12:22:06,00:18:13
itzulia-basque-country:2026:4,4,40,69,,16,,Scaroni Christian,,,,,12:22:16,00:18:23
itzulia-basque-country:2026:4,4,41,32,,107,,Gaffuri Mattia,,,,,12:22:32,00:18:39
itzulia-basque-country:2026:4,4,42,41,,165,,Alustiza Nicolás,,,,,12:23:48,00:19:55
itzulia-basque-country:2026:4,4,43,53,,95,,Tesfatsion Natnael,,,,,12:23:59,00:20:06
itzulia-basque-country:2026:4,4,44,76,,142,,Aranburu Alex,,,,,12:24:04,00:20:11
itzulia-basque-country:2026:4,4,45,44,,25,,Pacher Quentin,,,,,12:24:52,00:20:59
itzulia-basque-country:2026:4,4,46,37,,186,,Øxenberg Peter,,,,,12:25:32,00:21:39
itzulia-basque-country:2026:4,4,47,86,,63,,Bisiaux Léo,,,,,12:27:07,00:23:14
itzulia-basque-country:2026:4,4,48,50,,86,,Gutiérrez Jorge,,,,,12:27:27,00:23:34
itzulia-basque-country:2026:4,4,49,52,,65,,Prodhomme Nicolas,,,,,12:27:35,00:23:42
itzulia-basque-country:2026:4,4,50,55,,17,,Velasco Simone,,,,,12:28:00,00:24:07
itzulia-basque-country:2026:4,4,51,60,,45,,Verona Carlos,,,,,12:28:04,00:24:11
itzulia-basque-country:2026:4,4,52,58,,26,,Paleni Enzo,,,,,12:28:29,00:24:36
itzulia-basque-country:2026:4,4,53,61,,74,,Fernández Sinuhé,,,,,12:28:36,00:24:43
itzulia-basque-country:2026:4,4,54,62,,94,,García Pierna Raúl,,,,,12:28:41,00:24:48
itzulia-basque-country:2026:4,4,55,88,,166,,Martín Gotzon,,,,,12:28:54,00:25:01
itzulia-basque-country:2026:4,4,56,64,,72,,Quartucci Lorenzo,,,,,12:29:10,00:25:17
itzulia-basque-country:2026:4,4,57,65,,52,,Etxeberria Haimar,,,,,12:29:15,00:25:22
itzulia-basque-country:2026:4,4,58,45,,7,,Hayter Ethan,,,,,12:29:49,00:25:56
itzulia-basque-country:2026:4,4,59,59,,195,,Kruijswijk Steven,,,,,12:29:51,00:25:58
itzulia-basque-country:2026:4,4,60,96,,144,,Meehan Jamie,,,,,12:30:05,00:26:12
itzulia-basque-country:2026:4,4,61,49,,43,,Bagioli Andrea,,,,,12:31:24,00:27:31
itzulia-basque-country:2026:4,4,62,100,,37,,Soler Marc,,,,,12:31:35,00:27:42
itzulia-basque-country:2026:4,4,63,51,,105,,Koerdt Bjorn,,,,,12:31:47,00:27:54
itzulia-basque-country:2026:4,4,64,46,,36,,Pericas Adrià,,,,,12:32:22,00:28:29
itzulia-basque-country:2026:4,4,65,57,,3,,Cras Steff,,,,,12:32:33,00:28:40
itzulia-basque-country:2026:4,4,66,83,,47,,Simmons Quinn,,,,,12:32:56,00:29:03
itzulia-basque-country:2026:4,4,67,79,,132,,Weiss Fabian,,,,,12:32:57,00:29:04
itzulia-basque-country:2026:4,4,68,47,,173,,Shaw James,,,,,12:33:06,00:29:13
itzulia-basque-country:2026:4,4,69,66,,206,,Tjøtta Martin,,,,,12:33:53,00:30:00
itzulia-basque-country:2026:4,4,70,101,,102,,Dinham Matthew,,,,,12:34:32,00:30:39
itzulia-basque-country:2026:4,4,71,108,,203,,Johannessen Anders Halland,,,,,12:34:37,00:30:44
itzulia-basque-country:2026:4,4,72,70,,205,,Kulset Johannes,,,,,12:34:42,00:30:49
itzulia-basque-country:2026:4,4,73,84,,171,,Healy Ben,,,,,12:35:33,00:31:40
itzulia-basque-country:2026:4,4,74,74,,92,,Arcas Jorge,,,,,12:35:51,00:31:58
itzulia-basque-country:2026:4,4,75,48,,185,,Laurance Axel,,,,,12:36:08,00:32:15
itzulia-basque-country:2026:4,4,76,68,,15,,Conci Nicola,,,,,12:36:17,00:32:24
itzulia-basque-country:2026:4,4,77,77,,126,,Glivar Gal,,,,,12:36:23,00:32:30
itzulia-basque-country:2026:4,4,78,78,,121,,Houle Hugo,,,,,12:37:08,00:33:15
itzulia-basque-country:2026:4,4,79,81,,23,,Decomble Maxime,,,,,12:37:20,00:33:27
itzulia-basque-country:2026:4,4,80,71,,117,,Valter Attila,,,,,12:37:32,00:33:39
itzulia-basque-country:2026:4,4,81,56,,116,,Tiberi Antonio,,,,,12:37:37,00:33:44
itzulia-basque-country:2026:4,4,82,90,,174,,Nerurkar Lukas,,,,,12:38:25,00:34:32
itzulia-basque-country:2026:4,4,83,75,,177,,Leonard Michael,,,,,12:38:26,00:34:33
itzulia-basque-country:2026:4,4,84,98,,106,,Martinez Juan Guillermo,,,,,12:39:10,00:35:17
itzulia-basque-country:2026:4,4,85,94,,162,,Bizkarra Mikel,,,,,12:39:20,00:35:27
itzulia-basque-country:2026:4,4,86,105,,196,,Rex Tim,,,,,12:39:44,00:35:51
itzulia-basque-country:2026:4,4,87,87,,64,,Labrosse Jordan,,,,,12:40:19,00:36:26
itzulia-basque-country:2026:4,4,88,116,,145,,Joalland Yaël,,,,,12:40:20,00:36:27
itzulia-basque-country:2026:4,4,89,85,,204,,Kron Andreas,,,,,12:40:24,00:36:31
itzulia-basque-country:2026:4,4,90,89,,154,,Molenaar Alex,,,,,12:40:32,00:36:39
itzulia-basque-country:2026:4,4,91,91,,55,,Moscon Gianni,,,,,12:40:49,00:36:56
itzulia-basque-country:2026:4,4,92,92,,157,,López Joseba,,,,,12:40:49,00:36:56
itzulia-basque-country:2026:4,4,93,73,,156,,Bou Joan,,,,,12:41:06,00:37:13
itzulia-basque-country:2026:4,4,94,72,,32,,McNulty Brandon,,,,,12:43:02,00:39:09
itzulia-basque-country:2026:4,4,95,80,,131,,Alaphilippe Julian,,,,,12:43:50,00:39:57
itzulia-basque-country:2026:4,4,96,93,,197,,Fiorelli Filippo,,,,,12:43:55,00:40:02
itzulia-basque-country:2026:4,4,97,121,,184,,Langellotti Victor,,,,,12:44:59,00:41:06
itzulia-basque-country:2026:4,4,98,123,,44,,Bernard Julien,,,,,12:45:05,00:41:12
itzulia-basque-country:2026:4,4,99,102,,66,,Staune-Mittet Johannes,,,,,12:45:40,00:41:47
itzulia-basque-country:2026:4,4,100,95,,103,,Faure Prost Alexy,,,,,12:45:58,00:42:05
itzulia-basque-country:2026:4,4,101,99,,191,,Armirail Bruno,,,,,12:46:20,00:42:27
itzulia-basque-country:2026:4,4,102,63,,181,,August Andrew,,,,,12:46:26,00:42:33
itzulia-basque-country:2026:4,4,103,106,,101,,van den Broek Frank,,,,,12:46:36,00:42:43
itzulia-basque-country:2026:4,4,104,110,,187,,Rivera Brandon Smith,,,,,12:46:59,00:43:06
itzulia-basque-country:2026:4,4,105,82,,42,,Mollema Bauke,,,,,12:47:25,00:43:32
itzulia-basque-country:2026:4,4,106,112,,146,,Maas Jan,,,,,12:47:39,00:43:46
itzulia-basque-country:2026:4,4,107,111,,104,,Knox James,,,,,12:47:43,00:43:50
itzulia-basque-country:2026:4,4,108,103,,112,,Ermakov Roman,,,,,12:48:38,00:44:45
itzulia-basque-country:2026:4,4,109,115,,34,,Großschartner Felix,,,,,12:48:49,00:44:56
itzulia-basque-country:2026:4,4,110,117,,216,,Veistroffer Baptiste,,,,,12:49:06,00:45:13
itzulia-basque-country:2026:4,4,111,107,,115,,Stockwell Oliver,,,,,12:49:28,00:45:35
itzulia-basque-country:2026:4,4,112,109,,67,,Paret-Peintre Aurélien,,,,,12:49:58,00:46:05
itzulia-basque-country:2026:4,4,113,128,,122,,Debruyne Ramses,,,,,12:50:34,00:46:41
itzulia-basque-country:2026:4,4,114,119,,147,,Ourselin Paul,,,,,12:51:36,00:47:43
itzulia-basque-country:2026:4,4,115,124,,167,,Mintegi Iker,,,,,12:52:13,00:48:20
itzulia-basque-country:2026:4,4,116,126,,2,,Bastiaens Ayco,,,,,12:52:37,00:48:44
itzulia-basque-country:2026:4,4,117,122,,113,,Kepplinger Rainer,,,,,12:54:55,00:51:02
